Year,FieldOfStudyId,Gender,Authorships,DistinctPapers,Gender 
1864.0,162324750,0,2,2,Female
1880.0,162324750,0,1,1,Female
1812.0,39432304,-2,4,4,N/A $\notin$ constraint
1823.0,162324750,1,5,5,Male
1829.0,144133560,-2,2,2,N/A $\notin$ constraint
1871.0,41008148,0,6,6,Female
1808.0,162324750,-2,3,3,N/A $\notin$ constraint
1806.0,17744445,-1,3,3,N/A $\in$ constraint
1858.0,86803240,-1,6,6,N/A $\in$ constraint
1885.0,127313418,0,5,5,Female
1828.0,121332964,-1,3,3,N/A $\in$ constraint
1822.0,144024400,-1,2,2,N/A $\in$ constraint
1843.0,185592680,0,2,2,Female
1875.0,17744445,-1,7,7,N/A $\in$ constraint
1845.0,15744967,-1,1,1,N/A $\in$ constraint
1839.0,162324750,-1,1,1,N/A $\in$ constraint
1867.0,33923547,-1,1,1,N/A $\in$ constraint
1851.0,15744967,0,3,3,Female
1873.0,144024400,0,1,1,Female
1856.0,15744967,0,4,4,Female
1857.0,41008148,-1,5,5,N/A $\in$ constraint
1814.0,71924100,0,1,1,Female
1864.0,86803240,0,2,2,Female
1802.0,185592680,-1,1,1,N/A $\in$ constraint
1823.0,162324750,-2,3,3,N/A $\notin$ constraint
1821.0,162324750,0,2,2,Female
1825.0,33923547,-1,1,1,N/A $\in$ constraint
1853.0,144024400,-1,8,8,N/A $\in$ constraint
1820.0,162324750,-2,2,2,N/A $\notin$ constraint
1819.0,127413603,0,1,1,Female
1859.0,15744967,-1,1,1,N/A $\in$ constraint
1850.0,192562407,-1,2,2,N/A $\in$ constraint
1866.0,121332964,-1,3,3,N/A $\in$ constraint
1858.0,138885662,0,1,1,Female
1871.0,41008148,-1,1,1,N/A $\in$ constraint
1820.0,121332964,-1,1,1,N/A $\in$ constraint
1846.0,192562407,-1,1,1,N/A $\in$ constraint
1839.0,33923547,0,1,1,Female
1807.0,144024400,0,1,1,Female
1830.0,41008148,0,1,1,Female
1806.0,17744445,0,1,1,Female
1856.0,162324750,0,2,2,Female
1821.0,185592680,0,1,1,Female
1843.0,127313418,0,1,1,Female
1847.0,33923547,0,1,1,Female
1946.0,192562407,-1,725,725,N/A $\in$ constraint
2012.0,17744445,0,54955,54955,Female
1983.0,185592680,-1,130068,130068,N/A $\in$ constraint
1990.0,127413603,-2,146778,146778,N/A $\notin$ constraint
1960.0,205649164,-2,8848,8848,N/A $\notin$ constraint
2007.0,192562407,-2,1027619,1027619,N/A $\notin$ constraint
1973.0,39432304,-2,17170,17170,N/A $\notin$ constraint
1969.0,71924100,1,46957,46957,Male
1944.0,17744445,1,2384,2384,Male
2011.0,121332964,0,71336,71336,Female
1889.0,71924100,-2,2002,2002,N/A $\notin$ constraint
1946.0,17744445,0,429,429,Female
1883.0,71924100,-1,58,58,N/A $\in$ constraint
1886.0,71924100,-2,1625,1625,N/A $\notin$ constraint
1955.0,17744445,-1,609,609,N/A $\in$ constraint
1924.0,95457728,-2,2110,2110,N/A $\notin$ constraint
1938.0,33923547,-2,1760,1760,N/A $\notin$ constraint
1936.0,144133560,-2,1157,1157,N/A $\notin$ constraint
1928.0,121332964,-2,3127,3127,N/A $\notin$ constraint
1927.0,71924100,0,955,955,Female
1844.0,71924100,-2,345,345,N/A $\notin$ constraint
1952.0,41008148,-1,550,550,N/A $\in$ constraint
1959.0,142362112,-1,1365,1365,N/A $\in$ constraint
1874.0,142362112,-1,155,155,N/A $\in$ constraint
1800.0,39432304,1,101,101,Male
1860.0,205649164,1,221,221,Male
2018.0,127313418,1,137011,137011,Male
1882.0,15744967,-2,165,165,N/A $\notin$ constraint
2020.0,142362112,1,17827,17827,Male
1890.0,121332964,-2,578,578,N/A $\notin$ constraint
2001.0,15744967,1,86419,86419,Male
2004.0,127413603,0,39964,39964,Female
2004.0,127413603,1,283946,283946,Male
1994.0,15744967,0,33987,33987,Female
1961.0,41008148,-2,11914,11914,N/A $\notin$ constraint
1932.0,127313418,1,1514,1514,Male
1997.0,95457728,-2,33248,33248,N/A $\notin$ constraint
1981.0,33923547,-2,29888,29888,N/A $\notin$ constraint
2016.0,95457728,0,11045,11045,Female
2006.0,205649164,-1,52689,52689,N/A $\in$ constraint
1996.0,142362112,1,29296,29296,Male
1952.0,192562407,-2,22943,22943,N/A $\notin$ constraint
1967.0,127313418,1,7612,7612,Male
1923.0,205649164,1,1177,1177,Male
1967.0,15744967,0,3501,3501,Female
1979.0,33923547,1,20725,20725,Male
1976.0,127313418,-1,4250,4250,N/A $\in$ constraint
1940.0,192562407,-1,571,571,N/A $\in$ constraint
1977.0,144024400,0,3007,3007,Female
1952.0,127313418,-2,4891,4891,N/A $\notin$ constraint
1865.0,142362112,-2,1247,1247,N/A $\notin$ constraint
1938.0,205649164,-2,3536,3536,N/A $\notin$ constraint
1977.0,138885662,-1,1065,1065,N/A $\in$ constraint
1954.0,138885662,-1,422,422,N/A $\in$ constraint
1888.0,127413603,-2,782,782,N/A $\notin$ constraint
1854.0,142362112,1,468,468,Male
1964.0,33923547,1,5624,5624,Male
1949.0,127413603,1,5114,5114,Male
1847.0,192562407,1,15,15,Male
1944.0,71924100,0,1362,1362,Female
1878.0,127313418,-2,468,468,N/A $\notin$ constraint
1959.0,86803240,0,2512,2512,Female
1942.0,144024400,-2,1058,1058,N/A $\notin$ constraint
1903.0,127313418,1,515,515,Male
1942.0,15744967,-1,278,278,N/A $\in$ constraint
2019.0,185592680,0,370510,370510,Female
1898.0,33923547,-2,1500,1500,N/A $\notin$ constraint
1955.0,138885662,0,466,466,Female
2018.0,192562407,0,262042,262042,Female
1872.0,142362112,0,99,99,Female
1859.0,127313418,-2,146,146,N/A $\notin$ constraint
2021.0,33923547,-1,13306,13306,N/A $\in$ constraint
2021.0,142362112,-2,4410,4410,N/A $\notin$ constraint
1988.0,185592680,-1,190189,190189,N/A $\in$ constraint
1981.0,142362112,1,22333,22333,Male
1977.0,138885662,1,9785,9785,Male
1986.0,142362112,-2,42319,42319,N/A $\notin$ constraint
1997.0,86803240,-1,216452,216452,N/A $\in$ constraint
1998.0,192562407,1,289832,289832,Male
1983.0,33923547,1,26133,26133,Male
2007.0,142362112,1,50204,50204,Male
1989.0,144024400,0,7377,7377,Female
1948.0,142362112,1,4652,4652,Male
1933.0,144024400,-2,817,817,N/A $\notin$ constraint
1938.0,15744967,1,1767,1767,Male
1986.0,162324750,1,16859,16859,Male
1978.0,17744445,-1,2421,2421,N/A $\in$ constraint
1958.0,86803240,0,2287,2287,Female
1905.0,138885662,-2,1579,1579,N/A $\notin$ constraint
1959.0,95457728,1,4423,4423,Male
1873.0,41008148,1,95,95,Male
1942.0,71924100,1,9864,9864,Male
1991.0,121332964,0,7845,7845,Female
2018.0,144133560,-2,458227,458227,N/A $\notin$ constraint
1988.0,144024400,-1,1749,1749,N/A $\in$ constraint
1959.0,33923547,0,245,245,Female
1921.0,185592680,-2,3232,3232,N/A $\notin$ constraint
1936.0,39432304,-2,2176,2176,N/A $\notin$ constraint
1889.0,15744967,-2,251,251,N/A $\notin$ constraint
,17744445,0,85,85,Female
1999.0,185592680,-1,299296,299296,N/A $\in$ constraint
2013.0,41008148,1,634327,634327,Male
2011.0,138885662,-2,163611,163611,N/A $\notin$ constraint
2010.0,192562407,1,559268,559268,Male
1998.0,121332964,-2,208398,208398,N/A $\notin$ constraint
1977.0,205649164,1,12591,12591,Male
1961.0,205649164,-2,7028,7028,N/A $\notin$ constraint
2015.0,192562407,0,269683,269683,Female
1983.0,95457728,-2,12076,12076,N/A $\notin$ constraint
1960.0,95457728,1,4772,4772,Male
1912.0,86803240,-2,2615,2615,N/A $\notin$ constraint
1966.0,205649164,-1,1091,1091,N/A $\in$ constraint
1921.0,121332964,1,768,768,Male
1838.0,192562407,-2,49,49,N/A $\notin$ constraint
1966.0,127313418,-1,1608,1608,N/A $\in$ constraint
1934.0,144024400,0,187,187,Female
1853.0,138885662,1,152,152,Male
1889.0,142362112,-1,244,244,N/A $\in$ constraint
1954.0,17744445,-1,559,559,N/A $\in$ constraint
1947.0,33923547,-1,135,135,N/A $\in$ constraint
1881.0,15744967,-2,127,127,N/A $\notin$ constraint
2020.0,127413603,0,7902,7902,Female
1992.0,127413603,-2,163356,163356,N/A $\notin$ constraint
2007.0,144133560,-2,141533,141533,N/A $\notin$ constraint
1995.0,15744967,1,55930,55930,Male
1974.0,127313418,1,9935,9935,Male
1973.0,17744445,0,3338,3338,Female
1972.0,205649164,-2,13883,13883,N/A $\notin$ constraint
1986.0,127413603,-1,22035,22035,N/A $\in$ constraint
1990.0,33923547,0,6112,6112,Female
1973.0,15744967,1,24205,24205,Male
1932.0,86803240,-2,7249,7249,N/A $\notin$ constraint
1969.0,205649164,-2,11812,11812,N/A $\notin$ constraint
1957.0,86803240,-2,24785,24785,N/A $\notin$ constraint
1968.0,144024400,-2,3658,3658,N/A $\notin$ constraint
1885.0,17744445,-2,1091,1091,N/A $\notin$ constraint
2015.0,95457728,1,21217,21217,Male
1926.0,162324750,-2,545,545,N/A $\notin$ constraint
1945.0,17744445,0,414,414,Female
1978.0,162324750,0,1329,1329,Female
1960.0,15744967,-1,1019,1019,N/A $\in$ constraint
1922.0,205649164,-1,193,193,N/A $\in$ constraint
1921.0,205649164,1,992,992,Male
1978.0,162324750,-1,1239,1239,N/A $\in$ constraint
1894.0,39432304,-2,1363,1363,N/A $\notin$ constraint
1882.0,41008148,-2,411,411,N/A $\notin$ constraint
2021.0,41008148,1,46504,46504,Male
1951.0,33923547,1,2016,2016,Male
2013.0,33923547,-2,300689,300689,N/A $\notin$ constraint
1930.0,142362112,1,4277,4277,Male
1999.0,17744445,-2,76084,76084,N/A $\notin$ constraint
1979.0,127413603,-2,73318,73318,N/A $\notin$ constraint
2008.0,71924100,1,1142889,1142889,Male
2012.0,205649164,1,119275,119275,Male
1985.0,192562407,0,9020,9020,Female
1999.0,121332964,-1,283962,283962,N/A $\in$ constraint
1979.0,185592680,-1,100450,100450,N/A $\in$ constraint
1954.0,41008148,-2,7425,7425,N/A $\notin$ constraint
1977.0,15744967,-1,4957,4957,N/A $\in$ constraint
1947.0,192562407,-2,9311,9311,N/A $\notin$ constraint
1986.0,86803240,0,42580,42580,Female
1900.0,71924100,1,2206,2206,Male
1896.0,142362112,1,1361,1361,Male
1912.0,71924100,-2,5380,5380,N/A $\notin$ constraint
1938.0,185592680,1,7864,7864,Male
1990.0,162324750,-1,3091,3091,N/A $\in$ constraint
1875.0,185592680,1,240,240,Male
1957.0,71924100,0,3764,3764,Female
1940.0,86803240,0,842,842,Female
1886.0,205649164,1,488,488,Male
1904.0,205649164,1,736,736,Male
1885.0,33923547,-2,271,271,N/A $\notin$ constraint
1884.0,127313418,-2,534,534,N/A $\notin$ constraint
1920.0,39432304,-2,2293,2293,N/A $\notin$ constraint
1910.0,192562407,-1,119,119,N/A $\in$ constraint
1871.0,86803240,1,170,170,Male
2021.0,185592680,-2,54974,54974,N/A $\notin$ constraint
2006.0,33923547,-2,151444,151444,N/A $\notin$ constraint
1992.0,86803240,-2,149965,149965,N/A $\notin$ constraint
1984.0,142362112,-1,5829,5829,N/A $\in$ constraint
1983.0,71924100,-2,291835,291835,N/A $\notin$ constraint
1996.0,205649164,-2,68999,68999,N/A $\notin$ constraint
1961.0,142362112,-2,11388,11388,N/A $\notin$ constraint
2005.0,138885662,0,9141,9141,Female
2003.0,39432304,-2,131841,131841,N/A $\notin$ constraint
2013.0,127313418,-1,113777,113777,N/A $\in$ constraint
1978.0,192562407,0,4768,4768,Female
1950.0,142362112,0,970,970,Female
1987.0,144133560,-2,17404,17404,N/A $\notin$ constraint
1952.0,127313418,0,222,222,Female
1872.0,138885662,-2,710,710,N/A $\notin$ constraint
1963.0,205649164,0,824,824,Female
1919.0,71924100,-2,4094,4094,N/A $\notin$ constraint
1944.0,192562407,1,3555,3555,Male
1939.0,95457728,1,2300,2300,Male
1943.0,15744967,0,636,636,Female
1944.0,33923547,-2,1121,1121,N/A $\notin$ constraint
1929.0,121332964,1,1142,1142,Male
1936.0,144133560,1,799,799,Male
1931.0,121332964,1,1192,1192,Male
1970.0,192562407,0,2176,2176,Female
1915.0,185592680,1,1703,1703,Male
1959.0,95457728,0,834,834,Female
1822.0,17744445,-1,4,4,N/A $\in$ constraint
1879.0,33923547,-2,232,232,N/A $\notin$ constraint
1908.0,121332964,-2,3224,3224,N/A $\notin$ constraint
1882.0,86803240,-2,629,629,N/A $\notin$ constraint
1877.0,39432304,-2,258,258,N/A $\notin$ constraint
2012.0,95457728,-2,128369,128369,N/A $\notin$ constraint
1986.0,121332964,-2,133466,133466,N/A $\notin$ constraint
1968.0,71924100,1,43151,43151,Male
1969.0,71924100,-2,201262,201262,N/A $\notin$ constraint
1996.0,86803240,0,125275,125275,Female
1909.0,127313418,-2,6291,6291,N/A $\notin$ constraint
1986.0,15744967,-1,10081,10081,N/A $\in$ constraint
1960.0,71924100,1,29045,29045,Male
1938.0,192562407,1,3526,3526,Male
1993.0,144133560,0,5174,5174,Female
1932.0,138885662,-2,3288,3288,N/A $\notin$ constraint
1904.0,71924100,-2,3519,3519,N/A $\notin$ constraint
1963.0,144024400,-2,2573,2573,N/A $\notin$ constraint
1958.0,205649164,1,3549,3549,Male
1930.0,41008148,-2,4609,4609,N/A $\notin$ constraint
2002.0,127313418,0,13019,13019,Female
1854.0,138885662,-2,386,386,N/A $\notin$ constraint
1927.0,127313418,1,1337,1337,Male
1892.0,41008148,-2,551,551,N/A $\notin$ constraint
1887.0,86803240,1,379,379,Male
1953.0,121332964,0,318,318,Female
1917.0,144024400,1,333,333,Male
1947.0,144133560,0,121,121,Female
2019.0,138885662,-2,243409,243409,N/A $\notin$ constraint
1936.0,39432304,1,655,655,Male
2021.0,71924100,-1,237144,237144,N/A $\in$ constraint
1948.0,192562407,1,7147,7147,Male
2000.0,144024400,-2,39924,39924,N/A $\notin$ constraint
1989.0,138885662,-2,20886,20886,N/A $\notin$ constraint
1986.0,41008148,1,56438,56438,Male
2006.0,71924100,-1,701266,701266,N/A $\in$ constraint
1998.0,142362112,-2,107064,107064,N/A $\notin$ constraint
2009.0,15744967,-1,88040,88040,N/A $\in$ constraint
1996.0,205649164,1,27856,27856,Male
1830.0,138885662,1,108,108,Male
1978.0,205649164,1,13567,13567,Male
1970.0,71924100,-2,203474,203474,N/A $\notin$ constraint
1991.0,41008148,-1,43536,43536,N/A $\in$ constraint
1981.0,205649164,1,15904,15904,Male
2000.0,127313418,0,10315,10315,Female
1956.0,127313418,0,290,290,Female
1976.0,127313418,1,11850,11850,Male
1997.0,142362112,0,9328,9328,Female
1991.0,205649164,0,6094,6094,Female
1915.0,95457728,-2,1728,1728,N/A $\notin$ constraint
1932.0,95457728,1,1904,1904,Male
1948.0,138885662,-2,2831,2831,N/A $\notin$ constraint
1963.0,162324750,1,2226,2226,Male
1930.0,33923547,-2,1606,1606,N/A $\notin$ constraint
1931.0,205649164,1,1524,1524,Male
1907.0,185592680,1,1739,1739,Male
2005.0,95457728,-1,5166,5166,N/A $\in$ constraint
1901.0,17744445,-2,799,799,N/A $\notin$ constraint
1916.0,39432304,-2,2557,2557,N/A $\notin$ constraint
1934.0,86803240,0,692,692,Female
1844.0,41008148,-2,80,80,N/A $\notin$ constraint
2020.0,15744967,1,250134,250134,Male
1886.0,127413603,1,235,235,Male
1901.0,138885662,0,60,60,Female
1916.0,185592680,0,122,122,Female
2020.0,144133560,-1,159810,159810,N/A $\in$ constraint
1862.0,205649164,-2,492,492,N/A $\notin$ constraint
1906.0,17744445,-2,1029,1029,N/A $\notin$ constraint
1934.0,162324750,-2,711,711,N/A $\notin$ constraint
1950.0,127413603,1,4748,4748,Male
2011.0,144133560,-1,47587,47587,N/A $\in$ constraint
1977.0,127413603,-2,64293,64293,N/A $\notin$ constraint
2002.0,41008148,-2,491812,491812,N/A $\notin$ constraint
2008.0,185592680,0,250804,250804,Female
1987.0,71924100,-1,198075,198075,N/A $\in$ constraint
2014.0,39432304,1,160856,160856,Male
2002.0,144133560,1,44096,44096,Male
1967.0,41008148,-2,19118,19118,N/A $\notin$ constraint
1955.0,138885662,1,3821,3821,Male
1931.0,185592680,-2,9159,9159,N/A $\notin$ constraint
1968.0,142362112,-2,15552,15552,N/A $\notin$ constraint
1969.0,39432304,-1,1464,1464,N/A $\in$ constraint
1932.0,86803240,1,2917,2917,Male
1940.0,127413603,0,566,566,Female
2018.0,205649164,-1,113409,113409,N/A $\in$ constraint
1891.0,71924100,1,1299,1299,Male
1929.0,127313418,-2,2264,2264,N/A $\notin$ constraint
1923.0,162324750,-2,427,427,N/A $\notin$ constraint
1961.0,15744967,-1,1226,1226,N/A $\in$ constraint
1875.0,86803240,-2,403,403,N/A $\notin$ constraint
2020.0,15744967,-1,371813,371813,N/A $\in$ constraint
1938.0,41008148,-1,198,198,N/A $\in$ constraint
1899.0,33923547,1,269,269,Male
1946.0,121332964,0,125,125,Female
1887.0,17744445,-2,1223,1223,N/A $\notin$ constraint
1940.0,144133560,-2,1407,1407,N/A $\notin$ constraint
1874.0,127413603,-2,455,455,N/A $\notin$ constraint
2021.0,144024400,1,2297,2297,Male
2021.0,162324750,-2,4793,4793,N/A $\notin$ constraint
1993.0,33923547,1,58202,58202,Male
1967.0,205649164,-2,10505,10505,N/A $\notin$ constraint
1960.0,185592680,-2,70426,70426,N/A $\notin$ constraint
1999.0,162324750,0,7639,7639,Female
2016.0,17744445,1,96609,96609,Male
1977.0,39432304,-2,40607,40607,N/A $\notin$ constraint
2017.0,41008148,-2,2876625,2876625,N/A $\notin$ constraint
2011.0,138885662,-1,21330,21330,N/A $\in$ constraint
1992.0,15744967,-2,36704,36704,N/A $\notin$ constraint
2016.0,127413603,-1,298047,298047,N/A $\in$ constraint
1973.0,17744445,-2,11349,11349,N/A $\notin$ constraint
1918.0,205649164,-2,1439,1439,N/A $\notin$ constraint
1949.0,15744967,-2,3367,3367,N/A $\notin$ constraint
1983.0,17744445,-1,2777,2777,N/A $\in$ constraint
1872.0,127413603,-2,390,390,N/A $\notin$ constraint
1978.0,138885662,0,1975,1975,Female
2011.0,162324750,0,25671,25671,Female
1919.0,142362112,-2,4767,4767,N/A $\notin$ constraint
1882.0,142362112,-2,2642,2642,N/A $\notin$ constraint
1892.0,142362112,-1,190,190,N/A $\in$ constraint
1928.0,185592680,1,5096,5096,Male
1911.0,192562407,-2,10230,10230,N/A $\notin$ constraint
1919.0,192562407,1,1799,1799,Male
1823.0,142362112,1,249,249,Male
1855.0,185592680,-2,204,204,N/A $\notin$ constraint
1913.0,144024400,1,420,420,Male
1810.0,17744445,-2,44,44,N/A $\notin$ constraint
1892.0,41008148,1,187,187,Male
1912.0,41008148,1,914,914,Male
2021.0,86803240,-1,84348,84348,N/A $\in$ constraint
2006.0,17744445,1,66457,66457,Male
2000.0,86803240,-1,262460,262460,N/A $\in$ constraint
1976.0,162324750,1,8323,8323,Male
1969.0,86803240,-2,68275,68275,N/A $\notin$ constraint
1998.0,138885662,-2,42899,42899,N/A $\notin$ constraint
2009.0,144133560,-1,37116,37116,N/A $\in$ constraint
2006.0,39432304,0,25302,25302,Female
1937.0,127413603,1,7782,7782,Male
1952.0,17744445,-1,544,544,N/A $\in$ constraint
1986.0,205649164,0,5084,5084,Female
2008.0,95457728,0,8389,8389,Female
1955.0,162324750,-2,1251,1251,N/A $\notin$ constraint
1968.0,39432304,1,5190,5190,Male
2016.0,39432304,1,183146,183146,Male
1872.0,86803240,1,217,217,Male
1915.0,185592680,-2,2799,2799,N/A $\notin$ constraint
1941.0,33923547,1,917,917,Male
1896.0,71924100,1,1705,1705,Male
1955.0,185592680,0,3085,3085,Female
1884.0,121332964,1,162,162,Male
1982.0,144024400,-1,1493,1493,N/A $\in$ constraint
1829.0,95457728,1,154,154,Male
1937.0,162324750,1,691,691,Male
1892.0,192562407,-2,681,681,N/A $\notin$ constraint
1954.0,144024400,0,407,407,Female
2018.0,142362112,-1,31009,31009,N/A $\in$ constraint
2020.0,121332964,-1,1543227,1543227,N/A $\in$ constraint
2000.0,71924100,-2,418844,418844,N/A $\notin$ constraint
2014.0,144133560,-1,61785,61785,N/A $\in$ constraint
2014.0,138885662,-2,212044,212044,N/A $\notin$ constraint
1994.0,142362112,0,8985,8985,Female
1986.0,142362112,-1,6710,6710,N/A $\in$ constraint
2005.0,39432304,-1,62184,62184,N/A $\in$ constraint
2004.0,127313418,1,75177,75177,Male
2009.0,162324750,-2,86236,86236,N/A $\notin$ constraint
1976.0,142362112,1,15359,15359,Male
1930.0,185592680,0,642,642,Female
1976.0,71924100,-1,55634,55634,N/A $\in$ constraint
1951.0,205649164,-2,4305,4305,N/A $\notin$ constraint
1927.0,142362112,1,4046,4046,Male
1980.0,205649164,0,4247,4247,Female
2016.0,205649164,-2,395574,395574,N/A $\notin$ constraint
2000.0,39432304,0,11576,11576,Female
1974.0,142362112,0,3731,3731,Female
1946.0,205649164,-2,2753,2753,N/A $\notin$ constraint
1936.0,95457728,1,2054,2054,Male
1980.0,144024400,1,11104,11104,Male
1988.0,162324750,-2,8610,8610,N/A $\notin$ constraint
1961.0,138885662,-1,601,601,N/A $\in$ constraint
1873.0,142362112,1,784,784,Male
1959.0,39432304,0,208,208,Female
2018.0,144133560,-1,121654,121654,N/A $\in$ constraint
1904.0,144024400,0,43,43,Female
1881.0,185592680,-2,865,865,N/A $\notin$ constraint
1935.0,127413603,-2,7845,7845,N/A $\notin$ constraint
1956.0,142362112,0,1187,1187,Female
1932.0,33923547,1,845,845,Male
1900.0,39432304,-2,2121,2121,N/A $\notin$ constraint
1903.0,86803240,0,70,70,Female
2019.0,39432304,-1,310234,310234,N/A $\in$ constraint
1840.0,17744445,-2,108,108,N/A $\notin$ constraint
2005.0,71924100,-2,632445,632445,N/A $\notin$ constraint
2000.0,15744967,1,81328,81328,Male
1985.0,41008148,1,47619,47619,Male
1982.0,162324750,-2,6747,6747,N/A $\notin$ constraint
1989.0,41008148,-2,181523,181523,N/A $\notin$ constraint
1972.0,138885662,1,7708,7708,Male
1986.0,185592680,0,45944,45944,Female
2012.0,144133560,1,93303,93303,Male
2000.0,142362112,0,12204,12204,Female
1989.0,185592680,0,60586,60586,Female
2014.0,121332964,-1,1888633,1888633,N/A $\in$ constraint
1994.0,86803240,0,100302,100302,Female
2012.0,95457728,-1,9213,9213,N/A $\in$ constraint
1954.0,192562407,-2,26184,26184,N/A $\notin$ constraint
1920.0,71924100,1,3574,3574,Male
2018.0,33923547,1,162011,162011,Male
1956.0,71924100,1,21702,21702,Male
1968.0,138885662,-1,1005,1005,N/A $\in$ constraint
1931.0,95457728,-2,2650,2650,N/A $\notin$ constraint
1910.0,86803240,1,1073,1073,Male
1894.0,205649164,1,530,530,Male
1947.0,39432304,-2,2687,2687,N/A $\notin$ constraint
1880.0,71924100,-2,1159,1159,N/A $\notin$ constraint
1916.0,127413603,1,1057,1057,Male
1886.0,71924100,1,1013,1013,Male
1935.0,71924100,0,1235,1235,Female
1864.0,95457728,-2,519,519,N/A $\notin$ constraint
1916.0,95457728,1,1092,1092,Male
1893.0,127313418,1,300,300,Male
1952.0,33923547,0,183,183,Female
2020.0,144024400,1,46396,46396,Male
1970.0,33923547,-1,2419,2419,N/A $\in$ constraint
2000.0,192562407,-1,328049,328049,N/A $\in$ constraint
1997.0,39432304,-1,25869,25869,N/A $\in$ constraint
1991.0,121332964,-2,161178,161178,N/A $\notin$ constraint
1985.0,127413603,1,68712,68712,Male
1965.0,185592680,1,48331,48331,Male
1951.0,192562407,1,9887,9887,Male
1978.0,144024400,0,3560,3560,Female
1965.0,95457728,-2,6680,6680,N/A $\notin$ constraint
1945.0,142362112,0,653,653,Female
1835.0,142362112,1,309,309,Male
1910.0,71924100,-2,4614,4614,N/A $\notin$ constraint
1944.0,142362112,-2,4624,4624,N/A $\notin$ constraint
1938.0,138885662,1,1933,1933,Male
1931.0,17744445,1,1926,1926,Male
1936.0,41008148,-2,2820,2820,N/A $\notin$ constraint
1970.0,121332964,-1,9257,9257,N/A $\in$ constraint
1917.0,95457728,-2,1815,1815,N/A $\notin$ constraint
1912.0,185592680,-1,405,405,N/A $\in$ constraint
1889.0,71924100,1,1183,1183,Male
1868.0,71924100,-2,801,801,N/A $\notin$ constraint
1945.0,33923547,-2,1206,1206,N/A $\notin$ constraint
1812.0,142362112,1,204,204,Male
2018.0,127413603,-2,149714,149714,N/A $\notin$ constraint
1959.0,41008148,0,524,524,Female
2020.0,33923547,1,154770,154770,Male
2018.0,144024400,1,50726,50726,Male
1899.0,138885662,-2,1281,1281,N/A $\notin$ constraint
2019.0,138885662,0,9729,9729,Female
2021.0,121332964,0,4243,4243,Female
2009.0,127413603,-1,220285,220285,N/A $\in$ constraint
1997.0,144133560,1,24714,24714,Male
2010.0,144133560,0,34445,34445,Female
1986.0,185592680,-2,270617,270617,N/A $\notin$ constraint
2009.0,138885662,-1,17663,17663,N/A $\in$ constraint
1984.0,185592680,-1,139899,139899,N/A $\in$ constraint
2009.0,162324750,0,22592,22592,Female
2012.0,33923547,0,53978,53978,Female
2000.0,205649164,-1,25333,25333,N/A $\in$ constraint
2016.0,142362112,1,43105,43105,Male
1969.0,41008148,0,1415,1415,Female
1954.0,192562407,-1,2661,2661,N/A $\in$ constraint
1938.0,142362112,-2,7136,7136,N/A $\notin$ constraint
1974.0,127313418,-1,3412,3412,N/A $\in$ constraint
1974.0,142362112,-1,2708,2708,N/A $\in$ constraint
1985.0,162324750,-1,2018,2018,N/A $\in$ constraint
1875.0,33923547,-2,214,214,N/A $\notin$ constraint
1976.0,144024400,0,2762,2762,Female
1931.0,144133560,1,762,762,Male
1873.0,86803240,1,231,231,Male
1923.0,39432304,1,1120,1120,Male
1852.0,86803240,0,3,3,Female
1897.0,127413603,-2,2749,2749,N/A $\notin$ constraint
1908.0,192562407,-1,141,141,N/A $\in$ constraint
1897.0,127313418,-1,27,27,N/A $\in$ constraint
1983.0,86803240,1,94522,94522,Male
1995.0,86803240,0,110897,110897,Female
1999.0,144024400,1,23597,23597,Male
1975.0,127313418,-2,24160,24160,N/A $\notin$ constraint
2005.0,162324750,-1,14374,14374,N/A $\in$ constraint
1964.0,192562407,-2,66528,66528,N/A $\notin$ constraint
2013.0,192562407,0,229524,229524,Female
2015.0,71924100,0,1191314,1191314,Female
1981.0,39432304,-1,6249,6249,N/A $\in$ constraint
1971.0,41008148,1,11747,11747,Male
1984.0,127413603,-1,18195,18195,N/A $\in$ constraint
1950.0,144133560,-2,2206,2206,N/A $\notin$ constraint
1989.0,144133560,0,3457,3457,Female
1962.0,138885662,0,589,589,Female
2017.0,142362112,-1,40280,40280,N/A $\in$ constraint
1965.0,41008148,-1,2208,2208,N/A $\in$ constraint
1884.0,86803240,1,317,317,Male
1950.0,138885662,-2,3888,3888,N/A $\notin$ constraint
1958.0,86803240,1,8825,8825,Male
1948.0,71924100,0,2073,2073,Female
1953.0,205649164,-2,4970,4970,N/A $\notin$ constraint
1972.0,17744445,-1,1566,1566,N/A $\in$ constraint
1946.0,15744967,0,678,678,Female
1964.0,39432304,-1,1048,1048,N/A $\in$ constraint
1929.0,33923547,1,747,747,Male
1866.0,185592680,-1,12,12,N/A $\in$ constraint
1936.0,142362112,0,701,701,Female
1856.0,205649164,-2,290,290,N/A $\notin$ constraint
1894.0,15744967,-2,382,382,N/A $\notin$ constraint
1902.0,15744967,0,46,46,Female
2018.0,95457728,-1,12312,12312,N/A $\in$ constraint
2018.0,17744445,-1,87948,87948,N/A $\in$ constraint
2018.0,39432304,0,87319,87319,Female
1927.0,162324750,-2,575,575,N/A $\notin$ constraint
1997.0,192562407,-2,563397,563397,N/A $\notin$ constraint
2012.0,86803240,1,893418,893418,Male
1993.0,185592680,1,331180,331180,Male
